replacement,speedup_mean,speedup_std
belady,1.002238979892268,0.005495292081970661
bip,0.9995669025350375,0.000701815598360332
drrip,0.9995669025350375,0.0007018155983602452
fifo,0.9985147899561054,0.0014805674790754758
lfu,1.0055756445790083,0.002927541338338151
lru,1.0,0.0
